"species","year","cum_species"
"Gyroporus cyanescens",1906,2984
"Papilio canadensis",1906,2984
"Panus rudis",1906,2984
"Russula compacta",1906,2984
"Harrya chromapes",1906,2984
"Tricyphona inconstans",1906,2984
"Russula pectinatoides",1906,2984
"Panellus haematopus",1906,2984
"Paleoplatyura johnsoni",1906,2984
"Dermatocarpon luridum",1906,2984
"Pohlia annotina",1906,2984
"Pohlia drummondii",1906,2984
"Polygonia faunus",1906,2984
"Hortiboletus rubellus",1906,2984
"Hudsonia ericoides",1906,2984
"Russula delica",1906,2984
"Thelephora caryophyllea",1906,2984
"Russula densifolia",1906,2984
"Phellinopsis conchata",1906,2984
"Erythranthe moschata",1906,2984
"Hypholoma lateritium",1906,2984
"Amelanchier saxatilis",1906,2984
"Erechtites hieraciifolia",1906,2984
"Barbula convoluta",1906,2984
"Suillellus luridus",1906,2984
"Contopus virens",1906,2984
"Stereocaulon glaucescens",1906,2984
"Loxocera cylindrica",1906,2984
"Psathyrella madeodisca",1906,2984
"Stenotrema fraternum",1906,2984
"Stellaria media",1906,2984
"Pseudobryum cinclidioides",1906,2984
"Chalciporus piperatus",1906,2984
"Andreaea rothii",1906,2984
"Pseudotaxiphyllum elegans",1906,2984
"Viola inconspicua",1906,2984
"Neofavolus alveolaris",1906,2984
"Cortinarius collinitus",1906,2984
"Cortinarius corrugatus",1906,2984
"Lactarius affinis",1906,2984
"Lactarius alpinus",1906,2984
"Lactarius bensleyae",1906,2984
"Lactarius camphoratus",1906,2984
"Lactarius chelidonium",1906,2984
"Russula risigallina",1906,2984
"Lactarius cinereus",1906,2984
"Lactarius circellatus",1906,2984
"Lactarius deceptivus",1906,2984
"Lactarius deliciosus",1906,2984
"Lactarius hysginus",1906,2984
"Lactarius isabellinus",1906,2984
"Lactarius lepidotus",1906,2984
"Lactarius lignyotus",1906,2984
"Lactarius minusculus",1906,2984
"Lactarius mucidus",1906,2984
"Lactarius plinthogalus",1906,2984
"Lactarius resimus",1906,2984
"Lactarius rimosellus",1906,2984
"Lactarius rusticanus",1906,2984
"Lactarius subdulcis",1906,2984
"Lactarius subpalustris",1906,2984
"Lactarius subpurpureus",1906,2984
"Lactarius tabidus",1906,2984
"Lactarius torminosus",1906,2984
"Lactarius trivialis",1906,2984
"Dicranum rhabdocarpum",1906,2984
"Russula blackfordiae",1906,2984
"Lactarius vietus",1906,2984
"Sorbus aucuparia",1906,2984
"Crepidotus nephrodes",1906,2984
"Russula subfragilis",1906,2984
"Lactarius volemus",1906,2984
"Russula uncialis",1906,2984
"Phylloporus rhodoxanthus",1906,2984
"Russula virescens",1906,2984
"Gliophorus psittacinus",1906,2984
"Aureoboletus roxanae",1906,2984
"Hyalophora cecropia",1907,3011
"Aeshna interrupta",1907,3011
"Carex trichocarpa",1907,3011
"Alliaria petiolata",1907,3011
"Fuscocephaloziopsis pleniceps",1907,3011
"Novisuccinea ovalis",1907,3011
"Salix sitchensis",1907,3011
"Lasioglossum nigroviride",1907,3011
"Lepra trachythallina",1907,3011
"Philonotis tomentella",1907,3011
"Viola viarum",1907,3011
"Myosoton aquaticum",1907,3011
"Salvelinus fontinalis",1907,3011
"Dryopteris filix-mas",1907,3011
"Veronica teucrium",1907,3011
"Juncus torreyi",1907,3011
"Trichophorum planifolium",1907,3011
"Podostemum ceratophyllum",1907,3011
"Andrena nigrihirta",1907,3011
"Neohelix dentifera",1907,3011
"Pinus rigida",1907,3011
"Triodopsis albolabris",1907,3011
"Stachys hyssopifolia",1907,3011
"Gyromitra sphaerospora",1907,3011
"Aeshna canadensis",1907,3011
"Charadrius semipalmatus",1907,3011
"Sphagnum teres",1907,3011
"Actias luna",1908,3063
"Alasmidonta undulata",1908,3063
"Oxybasis urbica",1908,3063
"Aythya collaris",1908,3063
"Schistidium strictum",1908,3063
"Agromyza diversa",1908,3063
"Euphorbia nutans",1908,3063
"Saigusaia cincta",1908,3063
"Pluteus cervinus",1908,3063
"Pluteus admirabilis",1908,3063
"Euphydryas phaeton",1908,3063
"Crepidostomum farionis",1908,3063
"Micropterus dolomieu",1908,3063
"Dryopteris slossoniae",1908,3063
"Bovista plumbea",1908,3063
"Trichonta vulgaris",1908,3063
"Russula chloroides",1908,3063
"Russula puellaris",1908,3063
"Amblystegium confervoides",1908,3063
"Nitella megacarpa",1908,3063
"Russula flavida",1908,3063
"Pipunculus cingulatus",1908,3063
"Russula granulata",1908,3063
"Syringa josikaea",1908,3063
"Scironis tarsalis",1908,3063
"Harpanthus drummondii",1908,3063
"Russula subsordida",1908,3063
"Tapinella atrotomentosa",1908,3063
"Charadrius melodus",1908,3063
"Nitella subglomerata",1908,3063
"Anthomyza silvatica",1908,3063
"Allognosta brevicornis",1908,3063
"Dryopteris benedictii",1908,3063
"Dryopteris dowellii",1908,3063
"Pipunculus fuscus",1908,3063
"Rhagio gracilis",1908,3063
"Mnium longirostrum",1908,3063
"Homoneura conjuncta",1908,3063
"Lepthyphantes alpinus",1908,3063
"Retiboletus ornatipes",1908,3063
"Dolichopeza carolus",1908,3063
"Dolichopeza obscura",1908,3063
"Fannia pallidiventris",1908,3063
"Lactarius hibbardae",1908,3063
"Dolichopus porphyrops",1908,3063
"Lactarius hepaticus",1908,3063
"Russula olivascens",1908,3063
"Dryopteris burgessii",1908,3063
"Thereva strigipes",1908,3063
"Ipomoea hederifolia",1908,3063
"Tipula johnsoniana",1908,3063
"Sphagnum henryense",1908,3063
"Sphagnum recurvum",1909,3114
"Sphagnum wulfianum",1909,3114
"Sphenolobus minutus",1909,3114
"Anas acuta",1909,3114
"Flavoplaca citrina",1909,3114
"Islandiana princeps",1909,3114
"Stereocaulon dactylophyllum",1909,3114
"Stereocaulon saxatile",1909,3114
"Hypnum cupressiforme",1909,3114
"Chara virgata",1909,3114
"Populus jackii",1909,3114
"Collema flaccidum",1909,3114
"Hylotelephium erythrostictum",1909,3114
"Taphrina wiesneri",1909,3114
"Oenothera serrulata",1909,3114
"Muhlenbergia sobolifera",1909,3114
"Libellula pulchella",1909,3114
"Heterodermia obscurata",1909,3114
"Dryopteris clintoniana x intermedia",1909,3114
"Chroicocephalus philadelphia",1909,3114
"Helianthus petiolaris",1909,3114
"Cribraria purpurea",1909,3114
"Cladonia chlorophaea",1909,3114
"Tringa melanoleuca",1909,3114
"Rumex triangulivalvis",1909,3114
"Mertensia virginica",1909,3114
"Lycoperdon marginatum",1909,3114
"Cladonia stellaris",1909,3114
"Cladonia rei",1909,3114
"Evernia prunastri",1909,3114
"Chrysothrix caesia",1909,3114
"Ceuthophilus brevipes",1909,3114
"Gratiola neglecta",1909,3114
"Usnea florida",1909,3114
"Agapostemon virescens",1909,3114
"Utricularia gibba",1909,3114
"Cladonia mitis",1909,3114
"Rhizocarpon petraeum",1909,3114
"Pyxine sorediata",1909,3114
"Parmeliella macrophylla",1909,3114
"Corvus corax",1909,3114
"Lepraria membranacea",1909,3114
"Lactarius quietus",1909,3114
"Sphagnum centrale",1909,3114
"Sphagnum flexuosum",1909,3114
"Diphasiastrum complanatum",1909,3114
"Kindbergia praelonga",1909,3114
"Sphagnum medium",1909,3114
"Fissidens viridulus",1909,3114
"Cladonia caespiticia",1909,3114
"Sphagnum rubellum",1909,3114
"Phaeophyscia endococcina",1910,3248
"Dichelyma pallescens",1910,3248
"Russula mariae",1910,3248
"Baeolophus bicolor",1910,3248
"Russula corallina",1910,3248
"Russula gracilis",1910,3248
"Russula flaviceps",1910,3248
"Phyllotopsis nidulans",1910,3248
"Gastrocopta contracta",1910,3248
"Vulpicida pinastri",1910,3248
"Physarum album",1910,3248
"Xanthoporus peckianus",1910,3248
"Fontinalis hypnoides",1910,3248
"Passerella iliaca",1910,3248
"Physcia americana",1910,3248
"Physcia clementei",1910,3248
"Geastrum saccatum",1910,3248
"Geastrum triplex",1910,3248
"Flavoplaca flavocitrina",1910,3248
"Vertigo ovata",1910,3248
"Vertigo berryi",1910,3248
"Pilosella praealta",1910,3248
"Vallonia excentrica",1910,3248
"Cerrena unicolor",1910,3248
"Falco columbarius",1910,3248
"Ceraturgus similis",1910,3248
"Urocyon cinereoargenteus",1910,3248
"Gyraulus parvus",1910,3248
"Planorbella campanulata",1910,3248
"Planorbella trivolvis",1910,3248
"Euptychia cymela",1910,3248
"Planorbis exacutus",1910,3248
"Planorbula armigera",1910,3248
"Harkenclenus titus",1910,3248
"Cephaloziella elachista",1910,3248
"Panellus stipticus",1910,3248
"Helicodiscus parallelus",1910,3248
"Trichaptum biforme",1910,3248
"Helisoma anceps",1910,3248
"Paludella squarrosa",1910,3248
"Trametes versicolor",1910,3248
"Trametes hirsuta",1910,3248
"Euphorbia glyptosperma",1910,3248
"Oxyloma retusum",1910,3248
"Carychium exiguum",1910,3248
"Hieracium lachenalii",1910,3248
"Thricops tarsalis",1910,3248
"Alle alle",1910,3248
"Thelephora terrestris",1910,3248
"Polygyra albolabris",1910,3248
"Polygyra tridentata",1910,3248
"Thalictrum venulosum",1910,3248
"Oncophorus virens",1910,3248
"Oidematops ferrugineus",1910,3248
"Polyporus alveolarius",1910,3248
"Amaranthus spinosus",1910,3248
"Collomia linearis",1910,3248
"Ambrosia psilostachya",1910,3248
"Zonitoides arboreus",1910,3248
"Phasianus colchicus",1910,3248
"Erigeron canadensis",1910,3248
"Eragrostis spectabilis",1910,3248
"Conringia orientalis",1910,3248
"Anagrapha falcifera",1910,3248
"Ischnoderma resinosum",1910,3248
"Anarta trifolii",1910,3248
"Nephroma resupinatum",1910,3248
"Splachnum ampullaceum",1910,3248
"Spizelloides arborea",1910,3248
"Phaeophyscia hispidula",1910,3248
"Jungermannia hyalina",1910,3248
"Abietinella abietina",1910,3248
"Sphagnum papillosum",1910,3248
"Lacinipolia meditata",1910,3248
"Napaeozapus insignis",1910,3248
"Abortiporus biennis",1910,3248
"Calcarius lapponicus",1910,3248
"Lactarius gerardii",1910,3248
"Caenurgina crassiuscula",1910,3248
"Myotis lucifugus",1910,3248
"Punctum pygmaeum",1910,3248
"Butorides virescens",1910,3248
"Mylia taylorii",1910,3248
"Sphaerium striatinum",1910,3248
"Buteo lagopus",1910,3248
"Mycoblastus sanguinarius",1910,3248
"Anguispira alternata",1910,3248
"Musculium securis",1910,3248
"Multiclavula vernalis",1910,3248
"Sorex cinereus",1910,3248
"Pyramidula alternata",1910,3248
"Pyramidula striatella",1910,3248
"Xanthoporia radiata",1910,3248
"Zizania aquatica",1910,3248
"Monarda punctata",1910,3248
"Ladislavella catascopium",1910,3248
"Lanius borealis",1910,3248
"Solanum carolinense",1910,3248
"Apamea devastator",1910,3248
"Apamea dubitans",1910,3248
"Setophaga pinus",1910,3248
"Aplexa hypnorum",1910,3248
"Ramalina fastigiata",1910,3248
"Ramalina pusilla",1910,3248
"Dryopteris montgomeryi",1910,3248
"Scleroderma tenerum",1910,3248
"Mesoptychia gillmanii",1910,3248
"Mergus serrator",1910,3248
"Leiocolea badensis",1910,3248
"Melanitta perspicillata",1910,3248
"Schizophyllum commune",1910,3248
"Megascops asio",1910,3248
"Scapania gymnostomophila",1910,3248
"Mediappendix avara",1910,3248
"Xylobolus frustulatus",1910,3248
"Scapania curta",1910,3248
"Satyrium liparops",1910,3248
"Boettcheria latisterna",1910,3248
"Salix silesiaca",1910,3248
"Lestes rectangularis",1910,3248
"Dargida diffusa",1910,3248
"Russula veternosa",1910,3248
"Rosa gallica",1910,3248
"Rosa nitida",1910,3248
"Russula pusilla",1910,3248
"Lyogyrus pupoideus",1910,3248
"Lycomorpha pholus",1910,3248
"Lycogala epidendrum",1910,3248
"Xyris montana",1910,3248
"Russula anomala",1910,3248
"Russula parvula",1910,3248
"Bacidia schweinitzii",1910,3248
"Diachrysia aereoides",1910,3248
"Russula paludosa",1910,3248
"Riccia fluitans",1911,3333
"Lecidea nylanderi",1911,3333
"Arctia caja",1911,3333
"Ramularia didyma",1911,3333
"Dryopteris uliginosa",1911,3333
"Metzgeria pubescens",1911,3333
"Ramalina farinacea",1911,3333
"Lecanora rubina",1911,3333
"Lecanora coilocarpa",1911,3333
"Lecanora argentata",1911,3333
"Ctenucha virginica",1911,3333
"Radula obconica",1911,3333
"Phlox maculata",1911,3333
"Russula bicolor",1911,3333
"Limosa haemastica",1911,3333
"Rinodina oregana",1911,3333
"Lasallia pensylvanica",1911,3333
"Bryoria chalybeiformis",1911,3333
"Anthoceros punctatus",1911,3333
"Molinia caerulea",1911,3333
"Pyrenopsis phaeococca",1911,3333
"Buellia disciformis",1911,3333
"Pycnothelia papillaria",1911,3333
"Craterellus cornucopioides",1911,3333
"Mycosphaerella populi",1911,3333
"Puccinia tomipara",1911,3333
"Puccinia poculiformis",1911,3333
"Cladonia coniocraea",1911,3333
"Puccinia dioicae",1911,3333
"Pilosella piloselloides",1911,3333
"Chaenotheca furfuracea",1911,3333
"Puccinia caricis-solidaginis",1911,3333
"Ptychostomum weigelii",1911,3333
"Petaserpes cryptocephalus",1911,3333
"Psoroma palmulata",1911,3333
"Psora russellii",1911,3333
"Nephroma bellum",1911,3333
"Spiranthes arcisepala",1911,3333
"Pseudevernia furfuracea",1911,3333
"Pertusaria leioplaca",1911,3333
"Phaeophyscia rubropulchra",1911,3333
"Potamogeton crispus",1911,3333
"Polythrincium trifolii",1911,3333
"Tanacetum balsamita",1911,3333
"Tapinopa bilineata",1911,3333
"Oenothera pilosella",1911,3333
"Allium canadense",1911,3333
"Toniniopsis subincompta",1911,3333
"Tortula ruralis",1911,3333
"Cliostomum griffithii",1911,3333
"Agrimonia pubescens",1911,3333
"Hemaris diffinis",1911,3333
"Centronyx henslowii",1911,3333
"Eusarca confusaria",1911,3333
"Dermestes lardarius",1911,3333
"Clangula hyemalis",1911,3333
"Parmotrema crinitum",1911,3333
"Viola malteana",1911,3333
"Urnula craterium",1911,3333
"Ceratomia undulosa",1911,3333
"Uromyces trifolii",1911,3333
"Usnea cavernosa",1911,3333
"Dibaeis rosea",1911,3333
"Bagliettoa calciseda",1911,3333
"Usnea ceratina",1911,3333
"Russula fulvescens",1911,3333
"Cladonia polycarpia",1911,3333
"Grammia virgo",1911,3333
"Russula betulina",1911,3333
"Usnea merrillii",1911,3333
"Usnea plicata",1911,3333
"Atrichum crispulum",1911,3333
"Ribes aureum",1911,3333
"Diplocentria rectangulata",1911,3333
"Bidens vulgata",1911,3333
"Riccardia palmata",1911,3333
"Dacrymyces aurantiacus",1911,3333
"Satyrium calanus",1911,3333
"Cetrelia olivetorum",1911,3333
"Acanthoneta furcata",1911,3333
"Scapania paludicola",1911,3333
"Melanohalea exasperata",1911,3333
"Leucodermia leucomelos",1911,3333
"Lecidea tessellata",1911,3333
"Lecidea platycarpa",1911,3333
"Peniophora rufa",1912,3389
"Phyciodes tharos",1912,3389
"Chrysops vittatus",1912,3389
"Cicindela punctulata",1912,3389
"Cicindela repanda",1912,3389
"Parascalops breweri",1912,3389
"Catocala concumbens",1912,3389
"Odontoschisma fluitans",1912,3389
"Collema pulcellum",1912,3389
"Ochrolechia pallescens",1912,3389
"Calypogeia sphagnicola",1912,3389
"Pseudephebe pubescens",1912,3389
"Coragyps atratus",1912,3389
"Callophrys niphon",1912,3389
"Calidris minutilla",1912,3389
"Pyrausta orphisalis",1912,3389
"Bromus commutatus",1912,3389
"Brassica rapa",1912,3389
"Mesoleuca ruficillata",1912,3389
"Xylopsora friesii",1912,3389
"Batrachospermum gelatinosum",1912,3389
"Basiaeschna janata",1912,3389
"Russula brunneola",1912,3389
"Dianthus deltoides",1912,3389
"Russula grisea",1912,3389
"Bacidia polychroa",1912,3389
"Dicranella rufescens",1912,3389
"Dicranum ontariense",1912,3389
"Russula vinosa",1912,3389
"Atrichum altecristatum",1912,3389
"Leproplaca cirrochroa",1912,3389
"Dyspteris abortivaria",1912,3389
"Lecanora allophana",1912,3389
"Egretta caerulea",1912,3389
"Sorex dispar",1912,3389
"Kurzia pauciflora",1912,3389
"Ephebe lanata",1912,3389
"Splachnum pensylvanicum",1912,3389
"Jubula hutchinsiae",1912,3389
"Anax junius",1912,3389
"Stereocaulon vesuvianum",1912,3389
"Eragrostis capillaris",1912,3389
"Hypoprepia miniata",1912,3389
"Sympetrum obtrusum",1912,3389
"Symphyotrichum firmum",1912,3389
"Hybomitra lasiophthalma",1912,3389
"Thereva flavicincta",1912,3389
"Eudryas grata",1912,3389
"Heterogemma laxa",1912,3389
"Hesperia leonardus",1912,3389
"Tridens flavus",1912,3389
"Hedeoma hispida",1912,3389
"Tsuga canadensis",1912,3389
"Grimmia laevigata",1912,3389
"Gavia stellata",1912,3389
"Phlox subulata",1912,3389
"Scytinium tenuissimum",1913,3453
"Polysporina simplex",1913,3453
"Paobius vagrans",1913,3453
"Micarea lignaria",1913,3453
"Nomada mendica",1913,3453
"Aythya affinis",1913,3453
"Megalaria grossa",1913,3453
"Neckera complanata",1913,3453
"Sedum ternatum",1913,3453
"Frullania selwyniana",1913,3453
"Lasionycteris noctivagans",1913,3453
"Perimyotis subflavus",1913,3453
"Condylura cristata",1913,3453
"Protopannaria pezizoides",1913,3453
"Trilophozia quinquedentata",1913,3453
"Synaptomys cooperi",1913,3453
"Taphrina robinsoniana",1913,3453
"Aythya marila",1913,3453
"Brachyiulus pusillus",1913,3453
"Platysoma leconti",1913,3453
"Sphagnum lescurii",1913,3453
"Odontoschisma denudatum",1913,3453
"Sphagnum imbricatum",1913,3453
"Lecanora caesiorubella",1913,3453
"Mannia triandra",1913,3453
"Sonibius parvus",1913,3453
"Bombus ashtoni",1913,3453
"Inonotus glomeratus",1913,3453
"Platydictya jungermannioides",1913,3453
"Coturnicops noveboracensis",1913,3453
"Xanthoria parietina",1913,3453
"Melanitta fusca",1913,3453
"Calypogeia muelleriana",1913,3453
"Robertus banksi",1913,3453
"Lithobius forficatus",1913,3453
"Melanitta nigra",1913,3453
"Eptesicus fuscus",1913,3453
"Pycnanthemum flexuosum",1913,3453
"Hippodamia tredecimpunctata",1913,3453
"Rhizocarpon distinctum",1913,3453
"Peltigera didactyla",1913,3453
"Trichopetalum lunatum",1913,3453
"Sorex palustris",1913,3453
"Coeloglossum bracteatum",1913,3453
"Scytinium gelatinosum",1913,3453
"Lasiurus borealis",1913,3453
"Myotis sodalis",1913,3453
"Moerckia flotoviana",1913,3453
"Lecanora cinereofusca",1913,3453
"Bryoria implexa",1913,3453
"Zygiella nearctica",1913,3453
"Bothropolys multidentatus",1913,3453
"Phellinus igniarius",1913,3453
"Calvia quatuordecimguttata",1913,3453
"Phrurotimpus alarius",1913,3453
"Ramalina thrausta",1913,3453
"Cephaloziella elegans",1913,3453
"Podiceps auritus",1913,3453
"Elanoides forficatus",1913,3453
"Pluvialis dominica",1913,3453
"Calidris mauri",1913,3453
"Plagiochila austinii",1913,3453
"Clevea hyalina",1913,3453
"Nampabius fungiferopes",1913,3453
"Dryopteris neowherryi",1914,3499
"Lecanora rugosa",1914,3499
"Mus musculus",1914,3499
"Euglesa casertana",1914,3499
"Elliptio complanata",1914,3499
"Ligumia recta",1914,3499
"Spiraea salicifolia",1914,3499
"Elimia virginica",1914,3499
"Drapetis cuneipennis",1914,3499
"Pyganodon grandis",1914,3499
"Potamilus alatus",1914,3499
"Riccia huebeneriana",1914,3499
"Pisidium lilljeborgii",1914,3499
"Pisidium rotundatum",1914,3499
"Lecidella parasema",1914,3499
"Physa heterostropha",1914,3499
"Lampsilis cardium",1914,3499
"Lampsilis ovata",1914,3499
"Clinostomum complanatum",1914,3499
"Neoplasta scapularis",1914,3499
"Anas strepera",1914,3499
"Strophitus undulatus",1914,3499
"Lasiopogon currani",1914,3499
"Galba humilis",1914,3499
"Amara angustata",1914,3499
"Birgella subglobosa",1914,3499
"Amnicola limosus",1914,3499
"Diplophyllum apiculatum",1914,3499
"Picoides dorsalis",1914,3499
"Athallia holocarpa",1914,3499
"Chrysochus auratus",1914,3499
"Cistothorus platensis",1914,3499
"Gyraulus circumstriatus",1914,3499
"Julella lactea",1914,3499
"Clarkia pulchella",1914,3499
"Leptodea fragilis",1914,3499
"Cochlicopa lubrica",1914,3499
"Ferrissia rivularis",1914,3499
"Sphaerium simile",1914,3499
"Sphaerium rhomboideum",1914,3499
"Gloeotaenium loitlesbergerianum",1914,3499
"Galba modicella",1914,3499
"Gyraulus deflectus",1914,3499
"Valvata tricarinata",1914,3499
"Valvata sincera",1914,3499
"Megalaria intermixta",1914,3499
"Cyathus striatus",1915,3543
"Alnus serrulata",1915,3543
"Fimbristylis autumnalis",1915,3543
"Usnea dasypoga",1915,3543
"Peramium ophioides",1915,3543
"Lecanora chlarotera",1915,3543
"Sarcodontia spumea",1915,3543
"Myriophyllum sibiricum",1915,3543
"Isoetes eatonii",1915,3543
"Pseudopolydesmus canadensis",1915,3543
"Russula atropurpurea",1915,3543
"Polites themistocles",1915,3543
"Chroococcus macrococcus",1915,3543
"Isoetes engelmannii",1915,3543
"Russula sanguinea",1915,3543
"Utricularia minor",1915,3543
"Bombycilla garrulus",1915,3543
"Russula integra",1915,3543
"Phellinus gilvus",1915,3543
"Artemisia annua",1915,3543
"Mesoptychia heterocolpos",1915,3543
"Russula foetens",1915,3543
"Albatrellus ovinus",1915,3543
"Calliergonella schreberi",1915,3543
"Equisetum pratense",1915,3543
