"species","year","cum_species"
"Rhysipolis decorator",1987,5637
"Linaria pinifolia",1987,5637
"Heteromeyenia baileyi",1987,5637
"Trochospongilla pennsylvanica",1987,5637
"Icterus bullockii",1987,5637
"Pholetesor caloptiliae",1987,5637
"Prostoma graecense",1987,5637
"Pholetesor bedelliae",1987,5637
"Epinotia radicana",1987,5637
"Anaxyrus fowleri",1987,5637
"Carduelis carduelis",1987,5637
"Agelenopsis utahana",1988,5651
"Branta hutchinsii",1988,5651
"Anas querquedula",1988,5651
"Deidamia inscriptum",1988,5651
"Symphyotrichum patens",1988,5651
"Ammodramus leconteii",1988,5651
"Nepytia canosaria",1988,5651
"Chroicocephalus ridibundus",1988,5651
"Muhlenbergia tenuiflora",1988,5651
"Aspilanta oinophylla",1988,5651
"Gymnoconia nitens",1988,5651
"Polytrichastrum pallidisetum",1988,5651
"Sphinx poecila",1988,5651
"Formica neogagates",1988,5651
"Sialia currucoides",1989,5660
"Formica rubicunda",1989,5660
"Hemidactylium scutatum",1989,5660
"Scolytus mali",1989,5660
"Liatris spicata",1989,5660
"Racekiela ryderii",1989,5660
"Cerioporus squamosus",1989,5660
"Pipilo chlorurus",1989,5660
"Isotria verticillata",1989,5660
"Pipilo maculatus",1990,5670
"Catalpa bignonioides",1990,5670
"Dendrocygna bicolor",1990,5670
"Chen rossii",1990,5670
"Lysimachia punctata",1990,5670
"Branta leucopsis",1990,5670
"Korscheltellus gracilis",1990,5670
"Nabalus altissima",1990,5670
"Lecanora strobilina",1990,5670
"Ethmia bipunctella",1990,5670
"Pseudosciaphila duplex",1991,5765
"Callosamia promethea",1991,5765
"Ancylis lamiana",1991,5765
"Nymphomyia walkeri",1991,5765
"Acleris chalybeana",1991,5765
"Ilnacora malina",1991,5765
"Cenopis directana",1991,5765
"Olethreutes appendiceum",1991,5765
"Ancylis laciniana",1991,5765
"Chinavia hilaris",1991,5765
"Olethreutes astrologana",1991,5765
"Olethreutes bipartitana",1991,5765
"Eleusine indica",1991,5765
"Olethreutes concinnana",1991,5765
"Olethreutes connectum",1991,5765
"Olethreutes exoletum",1991,5765
"Olethreutes fasciatana",1991,5765
"Olethreutes furfuranum",1991,5765
"Calidris ferruginea",1991,5765
"Olethreutes glaciana",1991,5765
"Olethreutes inornatana",1991,5765
"Olethreutes lacunanum",1991,5765
"Olethreutes nigranum",1991,5765
"Olethreutes quadrifidum",1991,5765
"Olethreutes valdanum",1991,5765
"Ophion nigrovarius",1991,5765
"Rubus ornatus",1991,5765
"Orthocephalus coriaceus",1991,5765
"Orthotaenia undulana",1991,5765
"Hedya separatana",1991,5765
"Osmerus spectrum",1991,5765
"Acleris semiannula",1991,5765
"Lepomis microlophus",1991,5765
"Choristoneura pinus",1991,5765
"Acleris placidus",1991,5765
"Acleris maculidorsana",1991,5765
"Acleris macdunnoughi",1991,5765
"Ancylis comptana",1991,5765
"Harmonia axyridis",1991,5765
"Bidens tripartita",1991,5765
"Pandemis lamprosana",1991,5765
"Thermocyclops crassus",1991,5765
"Acleris curvalana",1991,5765
"Paranemoura perfecta",1991,5765
"Acleris cornana",1991,5765
"Sphinx luscitiosa",1991,5765
"Acleris cervinana",1991,5765
"Acleris celiana",1991,5765
"Celypha cespitana",1991,5765
"Lygus rubroclarus",1991,5765
"Pelochrista cataclystiana",1991,5765
"Symphyotrichum ontarionis",1991,5765
"Sphagnum austinii",1991,5765
"Pelochrista derelicta",1991,5765
"Grus grus",1991,5765
"Acleris braunana",1991,5765
"Acleris bowmanana",1991,5765
"Anheteromeyenia argyrosperma",1991,5765
"Epinotia nonana",1991,5765
"Sparganothis unifasciana",1991,5765
"Sparganothis sulfureana",1991,5765
"Sonia canadana",1991,5765
"Ancylis subaequana",1991,5765
"Cydia nigricana",1991,5765
"Anopina ednana",1991,5765
"Epinotia momonana",1991,5765
"Anatis labiculata",1991,5765
"Sinomalus baccata",1991,5765
"Aethes angustana",1991,5765
"Apotomis albeolana",1991,5765
"Catocala parta",1991,5765
"Apotomis funerea",1991,5765
"Selasphorus rufus",1991,5765
"Catocala ilia",1991,5765
"Adiantum hispidulum",1991,5765
"Thyraylia hollandana",1991,5765
"Campylomma verbasci",1991,5765
"Hulda impudens",1991,5765
"Cenopis reticulatana",1991,5765
"Sphinx drupiferarum",1991,5765
"Didion punctatum",1991,5765
"Stictopleurus punctiventris",1991,5765
"Proteoteras aesculana",1991,5765
"Argyrotaenia pinatubana",1991,5765
"Proteoteras crescentana",1991,5765
"Veronica anagallis-aquatica",1991,5765
"Argyrotaenia quercifoliana",1991,5765
"Argyrotaenia velutinana",1991,5765
"Arhyssus nigristernum",1991,5765
"Scardinius erythrophthalmus",1991,5765
"Pseudexentera costomaculana",1991,5765
"Catastega aceriella",1991,5765
"Pseudochelaria walsinghami",1991,5765
"Eunapius fragilis",1991,5765
"Platynota idaeusalis",1991,5765
"Chrysobothris harrisii",1992,5845
"Equisetum laevigatum",1992,5845
"Lycaena epixanthe",1992,5845
"Andrena barbilabris",1992,5845
"Potamogeton spathuliformis",1992,5845
"Catocala subnata",1992,5845
"Ectopria nervosa",1992,5845
"Catocala coccinata",1992,5845
"Catocala cara",1992,5845
"Lasioglossum viridatum",1992,5845
"Phtheochroa vitellinana",1992,5845
"Phtheochroa riscana",1992,5845
"Phtheochroa modestana",1992,5845
"Phtheochroa baracana",1992,5845
"Carex praegracilis",1992,5845
"Phagocata velata",1992,5845
"Evora hemidesma",1992,5845
"Gretchena amatana",1992,5845
"Rabdophaga strobiloides",1992,5845
"Syndemis afflictana",1992,5845
"Perdita halictoides",1992,5845
"Brachiacantha ursina",1992,5845
"Gypsonoma fasciolana",1992,5845
"Retinia comstockiana",1992,5845
"Paralobesia spiraeifoliana",1992,5845
"Girardia tigrina",1992,5845
"Clepsis peritana",1992,5845
"Acleris inana",1992,5845
"Oulimnius latiusculus",1992,5845
"Osmia tersula",1992,5845
"Olethreutes troglodanum",1992,5845
"Olethreutes submissanum",1992,5845
"Olethreutes sericoranum",1992,5845
"Olethreutes permundana",1992,5845
"Olethreutes nananum",1992,5845
"Olethreutes hamameliana",1992,5845
"Olethreutes electrofuscum",1992,5845
"Olethreutes coruscana",1992,5845
"Olethreutes clavana",1992,5845
"Olethreutes brunneopurpuratum",1992,5845
"Colchicum autumnale",1992,5845
"Coleophora sparsipulvella",1992,5845
"Commellus sexvittatus",1992,5845
"Epiblema desertana",1992,5845
"Nomada ovata",1992,5845
"Nomada florilega",1992,5845
"Nomada depressa",1992,5845
"Eumorpha pandorus",1992,5845
"Argyrotaenia mariana",1992,5845
"Najas guadalupensis",1992,5845
"Corvus ossifragus",1992,5845
"Epilachna borealis",1992,5845
"Araneus trifolium",1992,5845
"Eucosma umbrastriana",1992,5845
"Eucopina tocullionana",1992,5845
"Dichrorampha sedatana",1992,5845
"Aethes argentilimitana",1992,5845
"Stenelmis mera",1992,5845
"Aethes biscana",1992,5845
"Aethes sexdentata",1992,5845
"Cura foremanii",1992,5845
"Melissodes druriellus",1992,5845
"Hylaeus verticalis",1992,5845
"Cydia laricana",1992,5845
"Cydia latiferreana",1992,5845
"Stamnodes gibbicostata",1992,5845
"Sparganothis demissana",1992,5845
"Ancylis burgessiana",1992,5845
"Agonopterix thelmae",1992,5845
"Andrena perplexa",1992,5845
"Epinotia solicitana",1992,5845
"Andrena helianthi",1992,5845
"Ancylis fuscociliana",1992,5845
"Ancylis goodelliana",1992,5845
"Epinotia transmissana",1992,5845
"Sphecodes atlantis",1992,5845
"Sphecodes carolinus",1992,5845
"Ancylis nubeculana",1992,5845
"Sphecodes cressonii",1992,5845
"Sphecodes johnsonii",1992,5845
"Lecidella euphorea",1993,5929
"Tramea lacerata",1993,5929
"Chaenotheca xyloxena",1993,5929
"Olethreutes fagigemmeana",1993,5929
"Phaeocalicium polyporaeum",1993,5929
"Lecanora wisconsinensis",1993,5929
"Phragmatobia assimilans",1993,5929
"Ramalina obtusata",1993,5929
"Biatora pycnidiata",1993,5929
"Synanthedon fatifera",1993,5929
"Endothenia montanana",1993,5929
"Trapeliopsis flexuosa",1993,5929
"Clepsis melaleucanus",1993,5929
"Olethreutes comandranum",1993,5929
"Chaenotheca laevigata",1993,5929
"Anacampsis levipedella",1993,5929
"Candelariella efflorescens",1993,5929
"Chrysobothris femorata",1993,5929
"Zygogramma suturalis",1993,5929
"Lopadium disciforme",1993,5929
"Eucosma parmatana",1993,5929
"Usnea filipendula",1993,5929
"Chaenotheca chrysocephala",1993,5929
"Veronica filiformis",1993,5929
"Lepra ophthalmiza",1993,5929
"Hippodamia variegata",1993,5929
"Lepra pustulata",1993,5929
"Corydalus cornutus",1993,5929
"Hypogymnia tubulosa",1993,5929
"Scirpus ancistrochaetus",1993,5929
"Hylastes opacus",1993,5929
"Chaenothecopsis pusiola",1993,5929
"Loxospora cismonica",1993,5929
"Buellia arnoldii",1993,5929
"Hydrocharis morsus-ranae",1993,5929
"Acleris hastiana",1993,5929
"Buellia erubescens",1993,5929
"Helenium autumnale",1993,5929
"Phaeophyscia pusilloides",1993,5929
"Boechera missouriensis",1993,5929
"Brianaria bauschiana",1993,5929
"Lepraria lobificans",1993,5929
"Nephromopsis orbata",1993,5929
"Aphelia alleniana",1993,5929
"Placynthiella dasaea",1993,5929
"Pertusaria propinqua",1993,5929
"Choristoneura parallela",1993,5929
"Cladonia merochlorophaea",1993,5929
"Sarea resinae",1993,5929
"Eupsilia tristigmata",1993,5929
"Pertusaria velatula",1993,5929
"Melanohalea septentrionalis",1993,5929
"Epinotia solandriana",1993,5929
"Parmeliopsis hyperopta",1993,5929
"Gavia pacifica",1993,5929
"Oligia mactata",1993,5929
"Oligia illocata",1993,5929
"Nomada sayi",1993,5929
"Diphasiastrum habereri",1993,5929
"Epinotia nanana",1993,5929
"Cydia toreuta",1993,5929
"Buprestis fasciata",1993,5929
"Gomphus spicatus",1993,5929
"Grapholita angleseana",1993,5929
"Placynthiella icmalea",1993,5929
"Gypsonoma substitutionis",1993,5929
"Ahmosia aspasiana",1993,5929
"Pertusaria consocians",1993,5929
"Olethreutes punctanum",1993,5929
"Biatora longispora",1993,5929
"Punctelia perreticulata",1993,5929
"Gretchena delicatana",1993,5929
"Gretchena deludana",1993,5929
"Coleophora vacciniivorella",1993,5929
"Ancylis metamelana",1993,5929
"Coleophora cretaticostella",1993,5929
"Passerina ciris",1993,5929
"Acasis viridata",1993,5929
"Olethreutes merrickanum",1993,5929
"Phtheochroa birdana",1993,5929
"Aethes angulatana",1993,5929
"Epiblema brightonana",1993,5929
"Caloplaca stanfordensis",1993,5929
"Perimede erransella",1993,5929
"Epirrita autumnata",1994,5953
"Catocala mira",1994,5953
"Eucosma verna",1994,5953
"Poanes viator",1994,5953
"Sedelnikovaea subdiscrepans",1994,5953
"Elachista griseicornis",1994,5953
"Xylesthia pruniramiella",1994,5953
"Rosa canina",1994,5953
"Coccinella trifasciata",1994,5953
"Hemaris gracilis",1994,5953
"Ephydatia muelleri",1994,5953
"Glyphipterix haworthana",1994,5953
"Enallagma aspersum",1994,5953
"Acleris caliginosana",1994,5953
"Calligrapha philadelphica",1994,5953
"Epinotia nisella",1994,5953
"Somatochlora tenebrosa",1994,5953
"Diphasiastrum zeilleri",1994,5953
"Nomada lepida",1994,5953
"Somatochlora forcipata",1994,5953
"Labidomera clivicollis",1994,5953
"Nehalennia gracilis",1994,5953
"Libellula semifasciata",1994,5953
"Catocala palaeogama",1994,5953
"Argyrotaenia occultana",1995,5983
"Circaea lutetiana",1995,5983
"Olethreutes zelleriana",1995,5983
"Acleris minuta",1995,5983
"Wockia asperipunctella",1995,5983
"Cydia flexiloqua",1995,5983
"Mycelis muralis",1995,5983
"Vespa crabro",1995,5983
"Caloboletus roseipes",1995,5983
"Symphyotrichum ciliatum",1995,5983
"Arigomphus villosipes",1995,5983
"Darapsa versicolor",1995,5983
"Myriophyllum heterophyllum",1995,5983
"Olethreutes olivaceana",1995,5983
"Dicerca lurida",1995,5983
"Psaphida electilis",1995,5983
"Acleris schalleriana",1995,5983
"Enallagma antennatum",1995,5983
"Lemmeria digitalis",1995,5983
"Nerice bidentata",1995,5983
"Megachile rugifrons",1995,5983
"Ufeus plicatus",1995,5983
"Olethreutes deprecatoria",1995,5983
"Plagodis serinaria",1995,5983
"Margariscus margarita",1995,5983
"Olethreutes baccatanum",1995,5983
"Epitheca princeps",1995,5983
"Plagodis alcoolaria",1995,5983
"Hillia iris",1995,5983
"Cyperus diandrus",1995,5983
"Daldinia concentrica",1996,6019
"Everes amyntula",1996,6019
"Brachythecium oedipodium",1996,6019
"Bondarzewia berkeleyi",1996,6019
"Penicillium vulpinum",1996,6019
"Hypnum pratense",1996,6019
"Lytrosis unitaria",1996,6019
"Olethreutes nitidana",1996,6019
"Olethreutes tilianum",1996,6019
"Plusia contexta",1996,6019
"Carex bullata",1996,6019
"Olethreutes viburnanum",1996,6019
"Inocybe maritimoides",1996,6019
"Blepharomastix ranalis",1996,6019
"Ampelopsis heterophylla",1996,6019
"Homohadena badistriga",1996,6019
"Plebejus idas",1996,6019
"Renia discoloralis",1996,6019
"Persicaria cespitosa",1996,6019
"Leucoma salicis",1996,6019
"Paranthrene simulans",1996,6019
"Rinodina pachysperma",1996,6019
"Plebejus saepiolus",1996,6019
"Lacinipolia implicata",1996,6019
"Lophodonta ferruginea",1996,6019
"Catocala serena",1996,6019
"Cresponea chloroconia",1996,6019
"Inocybe intricata",1996,6019
"Scorpidium cossonii",1996,6019
"Aegopodium podagraria",1996,6019
"Genista tinctoria",1996,6019
"Macrochilo bivittata",1996,6019
"Xylaria longipes",1996,6019
"Myrmica incompleta",1996,6019
"Platanthera keenanii",1996,6019
"Ovicuculispora parmeliae",1996,6019
"Haploa contigua",1997,6062
"Pyrrhia exprimens",1997,6062
"Tyrannus forficatus",1997,6062
"Bryocodia lepidula",1997,6062
"Vireo cassinii",1997,6062
"Allagrapha aerea",1997,6062
"Clostera albosigma",1997,6062
"Pyganodon fragilis",1997,6062
"Oreta rosea",1997,6062
"Phanogomphus quadricolor",1997,6062
"Ophiogomphus carolus",1997,6062
"Oligia bridghamii",1997,6062
"Pheosidea elegans",1997,6062
"Tarachidia erastrioides",1997,6062
"Photedes includens",1997,6062
"Manduca rustica",1997,6062
"Phragmatobia fuliginosa",1997,6062
"Euphorbia esula",1997,6062
"Caripeta angustiorata",1997,6062
"Notodonta basitriens",1997,6062
"Nola cilicoides",1997,6062
"Noctua pronuba",1997,6062
"Chamyris cerintha",1997,6062
"Neoerastria apicosa",1997,6062
"Actinobdella inequiannulata",1997,6062
"Alosa pseudoharengus",1997,6062
"Tolype velleda",1997,6062
"Huperzia buttersii",1997,6062
"Musculium lacustre",1997,6062
"Formica argentea",1997,6062
"Sicya macularia",1997,6062
"Apamea amputatrix",1997,6062
"Micrasema rusticum",1997,6062
"Plagodis phlogosaria",1997,6062
"Lithacodia carneola",1997,6062
"Euchaetes egle",1997,6062
"Litholomia napaea",1997,6062
"Hypoprepia fucosa",1997,6062
"Brachylomia discinigra",1997,6062
"Thera juniperata",1997,6062
"Gyromitra korfii",1997,6062
"Zeuzera pyrina",1997,6062
"Paraeschra georgica",1997,6062
"Venturia inaequalis",1998,6074
"Triglochin maritima",1998,6074
"Lithacodia concinnimacula",1998,6074
"Sisymbrium loeselii",1998,6074
"Piranga rubra",1998,6074
"Olethreutes agilana",1998,6074
"Labidesthes sicculus",1998,6074
"Archips nigriplagana",1998,6074
"Erysiphe lathyricola",1998,6074
"Automeris io",1998,6074
"Gymnosporangium clavipes",1998,6074
"Erysiphe ludens",1998,6074
"Gordius robustus",1999,6093
"Anser brachyrhynchus",1999,6093
"Haematopis grataria",1999,6093
"Lactuca hirsuta",1999,6093
"Baileya ophthalmica",1999,6093
"Neotridactylus apicialis",1999,6093
"Anax longipes",1999,6093
"Tinca tinca",1999,6093
"Cetraria arenaria",1999,6093
"Elasmucha lateralis",1999,6093
"Craspedacusta sowerbii",1999,6093
"Lymantria dispar",1999,6093
"Zale lunata",1999,6093
"Plusia venusta",1999,6093
"Picromerus bidens",1999,6093
"Eubaphe mendica",1999,6093
"Banasa calva",1999,6093
"Ellida caniplaga",1999,6093
"Podisus maculiventris",1999,6093
"Monarthrum mali",2000,6150
"Pluvialis fulva",2000,6150
"Cerioporus leptocephalus",2000,6150
"Cryphalus ruficollis",2000,6150
"Mnium ambiguum",2000,6150
"Schwetschkeopsis fabronia",2000,6150
"Pityogenes hopkinsi",2000,6150
"Euclea delphinii",2000,6150
"Trypodendron lineatum",2000,6150
"Ips pini",2000,6150
"Ips grandicollis",2000,6150
"Packardia albipunctata",2000,6150
"Thelocarpon impressellum",2000,6150
"Lentinellus vulpinus",2000,6150
"Gloioxanthomyces nitidus",2000,6150
"Micarea peliocarpa",2000,6150
"Micarea melaena",2000,6150
"Fuscidea recensa",2000,6150
"Dendroctonus valens",2000,6150
"Haploa clymene",2000,6150
"Steerecleus serrulatus",2000,6150
"Fuscidea scrupulosa",2000,6150
"Dendroctonus simplex",2000,6150
"Dimelaena oreina",2000,6150
"Hylastes porculus",2000,6150
"Hylastinus obscurus",2000,6150
"Pseudocalliergon trifarium",2000,6150
"Somatochlora albicincta",2000,6150
"Galasa nigrinodis",2000,6150
"Hylesinus aculeatus",2000,6150
"Frullania plana",2000,6150
"Tomentypnum falcifolium",2000,6150
"Tyrannus savana",2000,6150
"Ramaria testaceoflava",2000,6150
"Hylurgops pinifex",2000,6150
"Dryocoetes affaber",2000,6150
"Phlyctis speirea",2000,6150
"Trapelia placodioides",2000,6150
"Raphia frater",2000,6150
"Phloeosinus canadensis",2000,6150
"Gnathotrichus materiarius",2000,6150
"Xyloterinus politus",2000,6150
"Leimonis erratica",2000,6150
"Amphidium mougeotii",2000,6150
"Plagiomnium rostratum",2000,6150
"Cinclidium stygium",2000,6150
"Spergularia marina",2000,6150
"Aythya fuligula",2000,6150
"Zenaida asiatica",2000,6150
"Xylosandrus germanus",2000,6150
"Cladonia petrophila",2000,6150
"Acrocordia cavata",2000,6150
"Pylaisiadelpha tenuirostris",2000,6150
"Lempholemma polyanthes",2000,6150
"Sympetrum danae",2000,6150
"Platypolia anceps",2000,6150
"Triaenodes injustus",2000,6150
"Epilobium ciliatum × glandulosum",2001,6193
"Juncus compressus",2001,6193
"Pityogenes plagiatus",2001,6193
"Fissidens exilis",2001,6193
"Ceratophyllum echinatum",2001,6193
"Crypturgus borealis",2001,6193
"Elachiptera costata",2001,6193
"Sepsis punctum",2001,6193
"Narcissus poeticus",2001,6193
"Homoneura incerta",2001,6193
"Aethalura intertexta",2001,6193
"Aphis pomi",2001,6193
"Impatiens glandulifera",2001,6193
"Ditrichophora parilis",2001,6193
"Schistidium papillosum",2001,6193
"Aphis spiraecola",2001,6193
"Frullania inflata",2001,6193
"Chiloscyphus profundus",2001,6193
"Lonchoptera bifurcata",2001,6193
"Sapromyza hyalinata",2001,6193
"Quametopia terminalis",2001,6193
"Calypogeia integristipula",2001,6193
"Stiphrosoma humerale",2001,6193
"Lophopodella carteri",2001,6193
"Froelichia gracilis",2001,6193
"Geomyza tripunctata",2001,6193
"Suillia laevis",2001,6193
"Entomobrya nivalis",2001,6193
"Acartophthalmus nigrinus",2001,6193
"Perpolita electrina",2001,6193
"Viola tricolor",2001,6193
"Neoleria inscripta",2001,6193
"Schinia nundina",2001,6193
"Marchandiomyces corallinus",2001,6193
"Grimmia unicolor",2001,6193
"Synchysa tricincta",2001,6193
"Panthea furcilla",2001,6193
"Palthis asopialis",2001,6193
"Carex davisii",2001,6193
"Ecliptopera silaceata",2001,6193
"Chymomyza amoena",2001,6193
"Enicocerus benefossus",2001,6193
"Euconulus fulvus",2001,6193
"Striatura exigua",2002,6262
"Gastrocopta armifera",2002,6262
"Enallagma traviatum",2002,6262
"Alces alces",2002,6262
"Gastrocopta pentodon",2002,6262
"Gastrocopta tappaniana",2002,6262
"Jungermannia leiantha",2002,6262
"Juncus ensifolius",2002,6262
"Ephemerum cohaerens",2002,6262
"Dipsacus laciniatus",2002,6262
"Strix nebulosa",2002,6262
"Striatura milium",2002,6262
"Striatura ferrea",2002,6262
"Didymodon tophaceus",2002,6262
"Ischnura kellicotti",2002,6262
"Gaylussacia frondosa",2002,6262
"Ipomoea hederacea",2002,6262
"Lonicera xylosteum",2002,6262
"Lontra canadensis",2002,6262
"Ludwigia alternifolia",2002,6262
"Trichostomum crispulum",2002,6262
"Dendroctonus rufipennis",2002,6262
"Hypnum andoi",2002,6262
"Hymenostylium recurvirostre",2002,6262
"Forsstroemia trichomitria",2002,6262
"Mentha villosa",2002,6262
"Agelenopsis aperta",2002,6262
"Aphanorrhegma serratum",2002,6262
"Apopellia megaspora",2002,6262
"Vallonia costata",2002,6262
"Euconulus alderi",2002,6262
"Muhlenbergia curtisetosa",2002,6262
"Sedum album",2002,6262
"Euconulus polygyratus",2002,6262
"Vallonia pulchella",2002,6262
"Argiope aurantia",2002,6262
"Neckera besseri",2002,6262
"Zoogenetes harpa",2002,6262
"Hogna carolinensis",2002,6262
"Vertigo bollesiana",2002,6262
"Vertigo cristata",2002,6262
"Vertigo gouldi",2002,6262
"Vertigo milium",2002,6262
"Columella simplex",2002,6262
"Vertigo pygmaea",2002,6262
"Vertigo ventricosa",2002,6262
"Atrytone delaware",2002,6262
"Ophiogomphus rupinsulensis",2002,6262
"Helicodiscus shimeki",2002,6262
"Rosa pendulina",2002,6262
"Orthotomicus caelatus",2002,6262
"Hawaiia minuscula",2002,6262
"Oxychilus draparnaudi",2002,6262
"Pantala hymenaea",2002,6262
"Campsis radicans",2002,6262
"Perithemis tenera",2002,6262
"Perpolita binneyana",2002,6262
"Bryum laevifilum",2002,6262
"Pupoides albilabris",2002,6262
"Pupilla muscorum",2002,6262
"Punctum vitreum",2002,6262
"Xyleborinus saxeseni",2002,6262
"Punctum minutissimum",2002,6262
"Xyleborinus attenuatus",2002,6262
"Carychium exile",2002,6262
"Chalcoela iphitalis",2002,6262
"Pityokteines sparsus",2002,6262
"Planogyra asteriscus",2002,6262
"Algedonia mysippusalis",2002,6262
"Schinia arcigera",2003,6307
"Anisandrus sayi",2003,6307
"Xylechinus americanus",2003,6307
"Dreissena polymorpha",2003,6307
"Prochoreutis inflatella",2003,6307
"Depressaria alienella",2003,6307
"Anisandrus obesus",2003,6307
"Sonia constrictana",2003,6307
"Phanogomphus lividus",2003,6307
"Oceanites oceanicus",2003,6307
"Erythrura gouldiae",2003,6307
"Euphyes conspicua",2003,6307
"Chenonetta jubata",2003,6307
"Reynoutria bohemica",2003,6307
"Phalonidia memoranda",2003,6307
"Polyplectron bicalcaratum",2003,6307
"Anasa tristis",2003,6307
"Opheodrys vernalis",2003,6307
"Libellula incesta",2003,6307
"Evodinus monticola",2003,6307
"Agonopterix clemensella",2003,6307
"Pasiphila rectangulata",2003,6307
"Aeshna subarctica",2003,6307
"Myadestes townsendi",2003,6307
"Aphomia sociella",2003,6307
"Typocerus velutinus",2003,6307
"Polyplectron germaini",2003,6307
"Acanthepeira stellata",2003,6307
"Phloeotribus piceae",2003,6307
"Pelecanus occidentalis",2003,6307
"Apotomis tertiana",2003,6307
"Choreutis diana",2003,6307
"Bembidion rothfelsi",2003,6307
"Geopelia cuneata",2003,6307
"Hysterium pulicare",2003,6307
"Orthotomicus latidens",2003,6307
"Toxomerus geminatus",2003,6307
"Syngrapha alias",2003,6307
"Epiblema tripartitana",2003,6307
"Anisandrus dispar",2003,6307
"Pammene felicitana",2003,6307
"Gretchena semialba",2003,6307
"Eupsilia vinulenta",2003,6307
"Cydia gallaesaliciana",2003,6307
"Aulacomnium androgynum",2003,6307
"Monochamus scutellatus",2004,6354
"Lactarius indigo",2004,6354
"Rhinichthys obtusus",2004,6354
"Triaenodes connatus",2004,6354
"Cephaloziella divaricata",2004,6354
"Poanes massasoit",2004,6354
"Chaenothecopsis savonica",2004,6354
"Celithemis elisa",2004,6354
"Taxus cuspidata",2004,6354
"Williamsonia fletcheri",2004,6354
"Leptodictyum humile",2004,6354
"Scilla forbesii",2004,6354
"Trypodendron retusum",2004,6354
"Weissia muhlenbergiana",2004,6354
"Lophozia bicrenata",2004,6354
"Dichodontium pellucidum",2004,6354
"Wallengrenia otho",2004,6354
"Scilla siberica",2004,6354
"Rosa rugosa",2004,6354
"Triaenodes nox",2004,6354
"Atrichum tenellum",2004,6354
"Celithemis eponina",2004,6354
"Acronicta insularis",2004,6354
"Helvella elastica",2004,6354
"Sparganothis umbrana",2004,6354
"Gomphurus ventricosus",2004,6354
"Narcissus pseudonarcissus",2004,6354
"Eupithecia anticaria",2004,6354
"Dolomedes triton",2004,6354
"Epinotia corylana",2004,6354
"Ischnura hastata",2004,6354
"Ephemerum spinulosum",2004,6354
"Acleris nigrolinea",2004,6354
"Scapania mucronata",2004,6354
"Leptoglossus occidentalis",2004,6354
"Libellula cyanea",2004,6354
"Gladicosa gulosa",2004,6354
"Nemoria bistriaria",2004,6354
"Sphagnum bartlettianum",2004,6354
"Dichomeris leuconotella",2004,6354
"Nocomis biguttatus",2004,6354
"Pohlia wahlenbergii",2004,6354
"Bryum creberrimum",2004,6354
"Castor canadensis",2004,6354
"Triaenodes abus",2004,6354
"Polytrichastrum longisetum",2004,6354
"Elasmostethus cruciatus",2004,6354
"Epiaeschna heros",2005,6442
"Hydrangea arborescens",2005,6442
"Omphalodina pseudistera",2005,6442
"Mniaecia jungermanniae",2005,6442
"Pohlia bulbifera",2005,6442
"Zenodosus sanguineus",2005,6442
"Paratenetus punctatus",2005,6442
"Physcia thomsoniana",2005,6442
"Sphagnum lindbergii",2005,6442
"Pohlia melanodon",2005,6442
"Melissodes trinodis",2005,6442
"Glischrochilus siepmanni",2005,6442
"Bellisotoma joycei",2005,6442
"Schljakovia kunzeana",2005,6442
"Asclera ruficollis",2005,6442
"Tortella inclinata",2005,6442
"Lebia fuscata",2005,6442
"Pedilus lugubris",2005,6442
"Potamogeton absconditus",2005,6442
"Hypotrachyna showmanii",2005,6442
"Neurocordulia yamaskanensis",2005,6442
"Argiope trifasciata",2005,6442
"Racomitrium aduncoides",2005,6442
"Arthromacra aenea",2005,6442
"Nasiaeschna pentacantha",2005,6442
"Brachythecium rotaeanum",2005,6442
"Brachythecium falcatum",2005,6442
"Peponapis pruinosa",2005,6442
"Enallagma laterale",2005,6442
"Larus crassirostris",2005,6442
"Hylogomphus abbreviatus",2005,6442
"Hieracium maculatum",2005,6442
"Penthe obliquata",2005,6442
"Brachytheciastrum velutinum",2005,6442
"Xanthonia decemnotata",2005,6442
"Grus americana",2005,6442
"Argia apicalis",2005,6442
"Atrichum oerstedianum",2005,6442
"Megachile sculpturalis",2005,6442
"Melissodes bimaculatus",2005,6442
"Platydema americana",2005,6442
"Fuligo septica",2005,6442
"Carabus auratus",2005,6442
"Ramboldia subnexa",2005,6442
"Heracleum mantegazzianum",2005,6442
"Endocarpon petrolepideum",2005,6442
"Anhinga anhinga",2005,6442
"Bryum uliginosum",2005,6442
"Philonotis caespitosa",2005,6442
"Barbilophozia hatcheri",2005,6442
"Dufourea novaeangliae",2005,6442
"Lepraria eburnea",2005,6442
"Eopyrenula intermedia",2005,6442
"Lytta sayi",2005,6442
"Platynus daviesi",2005,6442
"Porina lectissima",2005,6442
"Rhionaeschna mutata",2005,6442
"Gymnosporangium juniperi-virginianae",2005,6442
"Andrena erigeniae",2005,6442
"Lepraria caesiella",2005,6442
"Diapheromera femorata",2005,6442
"Araniella displicata",2005,6442
"Mycoblastus caesius",2005,6442
"Fuscidea arboricola",2005,6442
"Chaenothecopsis nana",2005,6442
"Aconitum napellus",2005,6442
"Phlyctis argena",2005,6442
"Stylurus amnicola",2005,6442
"Hypnum plicatulum",2005,6442
"Schistidium crassithecium",2005,6442
"Scutisotoma champi",2005,6442
