"species","year","cum_species"
"Hoplitis albifrons",1971,4986
"Verbena stricta",1972,5013
"Macaria notata",1972,5013
"Pileolaria brevipes",1972,5013
"Crambus saltuellus",1972,5013
"Sphagnum fallax",1972,5013
"Crambus albellus",1972,5013
"Haemorhous mexicanus",1972,5013
"Avena fatua",1972,5013
"Autographa precationis",1972,5013
"Sphegina rufiventris",1972,5013
"Hylaeus mesillae",1972,5013
"Homochlodes fritillaria",1972,5013
"Chrysoteuchia topiarius",1972,5013
"Pachysphinx modesta",1972,5013
"Arthropeas americana",1972,5013
"Dasysyrphus venustus",1972,5013
"Smerinthus cerisyi",1972,5013
"Betula sandbergii",1972,5013
"Dasylophia thyatiroides",1972,5013
"Mysis relicta",1972,5013
"Notropis stramineus",1972,5013
"Sphegina lobata",1972,5013
"Rheumaptera undulata",1972,5013
"Poecilonota cyanipes",1972,5013
"Sphegina lobulifera",1972,5013
"Macaria brunneata",1972,5013
"Autographa ampla",1972,5013
"Enallagma boreale",1973,5051
"Stenotus binotatus",1973,5051
"Xanthoparmelia tasmanica",1973,5051
"Collaria meilleurii",1973,5051
"Harpalus somnulentus",1973,5051
"Piranga ludoviciana",1973,5051
"Stylurus spiniceps",1973,5051
"Andrena clarkella",1973,5051
"Coenagrion resolutum",1973,5051
"Cygnus columbianus",1973,5051
"Aeshna umbrosa",1973,5051
"Eutrochium fistulosum",1973,5051
"Lepra multipunctoides",1973,5051
"Plagiognathus politus",1973,5051
"Celastrina lucia",1973,5051
"Coenonympha tullia",1973,5051
"Lopidea media",1973,5051
"Scymnus fraternus",1973,5051
"Sympetrum costiferum",1973,5051
"Hylaeus affinis",1973,5051
"Slaterocoris breviatus",1973,5051
"Lopus decolor",1973,5051
"Rallus limicola",1973,5051
"Plathemis lydia",1973,5051
"Plagiognathus chrysanthemi",1973,5051
"Paonias excaecata",1973,5051
"Aethes razowskii",1973,5051
"Plagiognathus obscurus",1973,5051
"Omphalodina chrysoleuca",1973,5051
"Lygus lineolaris",1973,5051
"Ischnura posita",1973,5051
"Bitoma crenata",1973,5051
"Isoetes riparia",1973,5051
"Descurainia sophia",1973,5051
"Spilomyia fusca",1973,5051
"Phaeophyscia adiastola",1973,5051
"Brachiacantha felina",1973,5051
"Sphecodina abbottii",1973,5051
"Thymelicus lineola",1974,5070
"Diplophyllum obtusatum",1974,5070
"Malacosoma disstria",1974,5070
"Cephaloziella massalongi",1974,5070
"Philomachus pugnax",1974,5070
"Andrena frigida",1974,5070
"Anthrenus museorum",1974,5070
"Asio flammeus",1974,5070
"Nicrophorus tomentosus",1974,5070
"Ophiogomphus aspersus",1974,5070
"Limnodromus griseus",1974,5070
"Calopteryx amata",1974,5070
"Frullania bolanderi",1974,5070
"Acanalonia bivittata",1974,5070
"Meleagris gallopavo",1974,5070
"Cetrelia monachorum",1974,5070
"Vermivora cyanoptera",1974,5070
"Ophiogomphus mainensis",1974,5070
"Polioptila caerulea",1974,5070
"Aristida basiramea",1975,5123
"Physconia grisea",1975,5123
"Coryphopteris simulata",1975,5123
"Xanthoparmelia plittii",1975,5123
"Vireo griseus",1975,5123
"Plagiomnium ellipticum",1975,5123
"Phanogomphus descriptus",1975,5123
"Hydrocoloeus minutus",1975,5123
"Salmo trutta",1975,5123
"Digitaria cognata",1975,5123
"Bembidion rufotinctum",1975,5123
"Arabidopsis thaliana",1975,5123
"Somatochlora williamsoni",1975,5123
"Cetrelia chicitae",1975,5123
"Chauliodes pectinicornis",1975,5123
"Coenagrion interrogatum",1975,5123
"Rhizomnium pseudopunctatum",1975,5123
"Physcia dubia",1975,5123
"Usnea strigosa",1975,5123
"Acronicta americana",1975,5123
"Haemopis grandis",1975,5123
"Sphagnum tenerum",1975,5123
"Amaranthus powellii",1975,5123
"Stylogomphus albistylus",1975,5123
"Cladonia apodocarpa",1975,5123
"Sphagnum isoviitae",1975,5123
"Cladonia mateocyatha",1975,5123
"Stylurus scudderi",1975,5123
"Somatochlora minor",1975,5123
"Peltigera lepidophora",1975,5123
"Heriades carinata",1975,5123
"Nardia scalaris",1975,5123
"Lasioglossum tegulare",1975,5123
"Dorocordulia lepida",1975,5123
"Somatochlora franklini",1975,5123
"Rubus caesius",1975,5123
"Somatochlora walshii",1975,5123
"Larus fuscus",1975,5123
"Solenostoma caespiticium",1975,5123
"Somatochlora kennedyi",1975,5123
"Thryomanes bewickii",1975,5123
"Geum vernum",1975,5123
"Sphagnum cuspidatum",1975,5123
"Lonicera bella",1975,5123
"Gomphaeschna furcillata",1975,5123
"Enallagma exsulans",1975,5123
"Dromogomphus spinosus",1975,5123
"Syntrichia ruralis",1975,5123
"Oxneria fallax",1975,5123
"Philadelphus coronarius",1975,5123
"Persicaria longiseta",1975,5123
"Eudocimus albus",1975,5123
"Hoplia trifasciata",1975,5123
"Spiraea thunbergii",1976,5147
"Grus canadensis",1976,5147
"Physcia phaea",1976,5147
"Megachile gemula",1976,5147
"Cladonia subtenuis",1976,5147
"Montanelia sorediata",1976,5147
"Hyperaspis bigeminata",1976,5147
"Dryopteris filix mas x marginalis",1976,5147
"Myelochroa galbina",1976,5147
"Geranium sanguineum",1976,5147
"Fulmarus glacialis",1976,5147
"Punctelia subflava",1976,5147
"Lasioglossum abanci",1976,5147
"Digitalis lanata",1976,5147
"Deloyala guttata",1976,5147
"Nomada valida",1976,5147
"Hyperaspis binotata",1976,5147
"Cladonia conista",1976,5147
"Puccinellia distans",1976,5147
"Geum urbanum",1976,5147
"Capillaria spinulosa",1976,5147
"Prociphilus americanus",1976,5147
"Phedimus spurius",1976,5147
"Punctelia subrudecta",1976,5147
"Perdix perdix",1977,5198
"Bembidion bifossulatum",1977,5198
"Euphyes bimacula",1977,5198
"Phalaropus lobatus",1977,5198
"Chlaenius cordicollis",1977,5198
"Autographa rubida",1977,5198
"Catocala meskei",1977,5198
"Barbarea orthoceras",1977,5198
"Chlaenius tricolor",1977,5198
"Cygnus olor",1977,5198
"Disonycha triangularis",1977,5198
"Aeshna tuberculifera",1977,5198
"Agonum muelleri",1977,5198
"Coreopsis grandiflora",1977,5198
"Trichotichnus vulpeculus",1977,5198
"Faxonius immunis",1977,5198
"Coenonympha inornata",1977,5198
"Phalacrocorax carbo",1977,5198
"Autographa californica",1977,5198
"Harpalus herbivagus",1977,5198
"Eupithecia subfuscata",1977,5198
"Chlaenius pennsylvanicus",1977,5198
"Larus glaucoides",1977,5198
"Nedra ramosula",1977,5198
"Xylopinus saperdoides",1977,5198
"Pterostichus caudicalis",1977,5198
"Eupithecia columbiata",1977,5198
"Crangonyx pseudogracilis",1977,5198
"Rhagio mystaceus",1977,5198
"Acronicta tristis",1977,5198
"Metarranthis duaria",1977,5198
"Barbarea verna",1977,5198
"Placobdella parasitica",1977,5198
"Carex austrocaroliniana",1977,5198
"Agonum melanarium",1977,5198
"Bembidion basicorne",1977,5198
"Platycheirus peltatus",1977,5198
"Pterostichus luctuosus",1977,5198
"Megacyllene robiniae",1977,5198
"Pterostichus stygicus",1977,5198
"Lonicera morrowii",1977,5198
"Sideridis rosea",1977,5198
"Plagodis kuetzingi",1977,5198
"Selenophorus opalinus",1977,5198
"Macaria signaria",1977,5198
"Macaria sexmaculata",1977,5198
"Euphrasia stricta",1977,5198
"Neotibicen canicularis",1977,5198
"Catocala cerogama",1977,5198
"Sematophyllum demissum",1977,5198
"Xanthorhoe defensaria",1977,5198
"Spizella pallida",1978,5251
"Mycetophagus punctatus",1978,5251
"Acrossus rufipes",1978,5251
"Menetus dilatatus",1978,5251
"Diplotaxis tristis",1978,5251
"Herminia pedipilalis",1978,5251
"Petromyzon marinus",1978,5251
"Mesothea incertata",1978,5251
"Hymenorus niger",1978,5251
"Chrysops mitis",1978,5251
"Bradycellus nigriceps",1978,5251
"Chrysops ater",1978,5251
"Notiobia terminata",1978,5251
"Eufidonia discospilata",1978,5251
"Stenolophus comma",1978,5251
"Euclidia cuspidea",1978,5251
"Nemoria mimosaria",1978,5251
"Blackburneus stercorosus",1978,5251
"Lygaeus kalmii",1978,5251
"Nicrophorus orbicollis",1978,5251
"Cambarincola philadelphicus",1978,5251
"Tetracis cachexiata",1978,5251
"Oscarinus rusicola",1978,5251
"Faxonius limosus",1978,5251
"Oestodes tenuicollis",1978,5251
"Crambus perlella",1978,5251
"Gillia altilis",1978,5251
"Harpalus puncticeps",1978,5251
"Promenetus exacuous",1978,5251
"Limnodromus scolopaceus",1978,5251
"Recurvirostra americana",1978,5251
"Lethenteron appendix",1978,5251
"Chrysops indus",1978,5251
"Glaucopsyche lygdamus",1978,5251
"Tortricidia testacea",1978,5251
"Dialytes truncatus",1978,5251
"Hymenorus obesus",1978,5251
"Hybomitra illota",1978,5251
"Cyaniris neglecta",1978,5251
"Chrysops excitans",1978,5251
"Gymnoscelis refusaria",1978,5251
"Dialytes striatulus",1978,5251
"Phalaropus tricolor",1978,5251
"Harpalus pensylvanicus",1978,5251
"Coccinella transversoguttata",1978,5251
"Hybomitra nuda",1978,5251
"Petrophora subaequaria",1978,5251
"Erynnis juvenalis",1978,5251
"Hymenorus pilosus",1978,5251
"Ostrinia nubilalis",1978,5251
"Euonymus alatus",1978,5251
"Caloreas leucobasis",1978,5251
"Parallelia bistriaris",1978,5251
"Euphrasia tetraquetra",1979,5288
"Didymium melanospermum",1979,5288
"Cheilymenia pulcherrima",1979,5288
"Cardamine impatiens",1979,5288
"Nigronia serricornis",1979,5288
"Leersia virginica",1979,5288
"Reduvius personatus",1979,5288
"Brachythecium collinum",1979,5288
"Oliarus quinquelineatus",1979,5288
"Alasmidonta varicosa",1979,5288
"Carassius auratus",1979,5288
"Enargia decolor",1979,5288
"Amaranthus hybridus",1979,5288
"Euphrasia nemorosa",1979,5288
"Lamium amplexicaule",1979,5288
"Pollenia intermedia",1979,5288
"Centaurium pulchellum",1979,5288
"Elophila icciusalis",1979,5288
"Symphyotrichum foliaceum",1979,5288
"Cladonia boryi",1979,5288
"Scutigera coleoptrata",1979,5288
"Gilia achilleifolia",1979,5288
"Gymnopus androsaceus",1979,5288
"Melanostoma mellinum",1979,5288
"Lasioglossum divergens",1979,5288
"Quercus prinoides",1979,5288
"Pilosella flagellaris",1979,5288
"Capis curvata",1979,5288
"Osmia texana",1979,5288
"Pseudombrophila deerrata",1979,5288
"Calidris bairdii",1979,5288
"Pityophthorus briscoei",1979,5288
"Baccha elongata",1979,5288
"Xironogiton instabilius",1979,5288
"Philonotis muhlenbergii",1979,5288
"Cicindela duodecimguttata",1979,5288
"Enallagma vernale",1979,5288
"Nigella damascena",1980,5328
"Cambarincola fallax",1980,5328
"Potentilla intermedia",1980,5328
"Thymallus arcticus",1980,5328
"Coleomegilla maculata",1980,5328
"Kali collina",1980,5328
"Hoplitis spoliata",1980,5328
"Cambarincola mesochoreus",1980,5328
"Wolffia borealis",1980,5328
"Physocarpus opulifolius",1980,5328
"Acleris maccana",1980,5328
"Scutellinia crucipila",1980,5328
"Gymnopus striatipes",1980,5328
"Salix rubens",1980,5328
"Egretta tricolor",1980,5328
"Verbena bracteata",1980,5328
"Oenanthe oenanthe",1980,5328
"Bassia scoparia",1980,5328
"Enargia fausta",1980,5328
"Cota tinctoria",1980,5328
"Pseudotricholoma umbrosum",1980,5328
"Allium sativum",1980,5328
"Malirekus iroquois",1980,5328
"Egretta thula",1980,5328
"Phaenops fulvoguttata",1980,5328
"Setophaga citrina",1980,5328
"Coccinella septempunctata",1980,5328
"Aurinia saxatilis",1980,5328
"Anatis mali",1980,5328
"Hoplopleura arboricola",1980,5328
"Bromus squarrosus",1980,5328
"Bellis perennis",1980,5328
"Cymbalaria muralis",1980,5328
"Catocala retecta",1980,5328
"Morone americana",1980,5328
"Chilocorus stigma",1980,5328
"Mirabilis hirsuta",1980,5328
"Lasiosphaeris hispida",1980,5328
"Hypnum recurvatum",1980,5328
"Gymnopus dichrous",1980,5328
"Lupinus polyphyllus",1981,5376
"Herpetogramma bipunctalis",1981,5376
"Silene cserei",1981,5376
"Dictamnus albus",1981,5376
"Triticum aestivum",1981,5376
"Hypomyces hyalinus",1981,5376
"Calcarisporium arbuscula",1981,5376
"Calcarius pictus",1981,5376
"Celastrus orbiculatus",1981,5376
"Iris sibirica",1981,5376
"Manayunkia speciosa",1981,5376
"Phlox paniculata",1981,5376
"Festuca ovina",1981,5376
"Paeonia lactiflora",1981,5376
"Quercus schuettei",1981,5376
"Utricularia purpurea",1981,5376
"Carex atherodes",1981,5376
"Falcaria bilineata",1981,5376
"Primula japonica",1981,5376
"Panicum virgatum",1981,5376
"Haploa confusa",1981,5376
"Sterna paradisaea",1981,5376
"Setaria verticillata",1981,5376
"Xanthium strumarium",1981,5376
"Trichoderma aureoviride",1981,5376
"Polystichum potteri",1981,5376
"Catocala residua",1981,5376
"Agonum decorum",1981,5376
"Oclemena nemoralis",1981,5376
"Sporobolus cryptandrus",1981,5376
"Oclemena blakei",1981,5376
"Darapsa choerilus",1981,5376
"Oporornis agilis",1981,5376
"Aristida oligantha",1981,5376
"Pekania pennanti",1981,5376
"Polygraphus rufipennis",1981,5376
"Descurainia pinnata",1981,5376
"Geoglossum atropurpureum",1981,5376
"Scleranthus annuus",1981,5376
"Caecidotea racovitzai",1981,5376
"Potamogeton luxurians",1981,5376
"Anser albifrons",1981,5376
"Diplachne fusca",1981,5376
"Xanthocephalus xanthocephalus",1981,5376
"Myosotis stricta",1981,5376
"Carex richardsonii",1981,5376
"Tragopogon dubius",1981,5376
"Petunia integrifolia",1981,5376
"Piratula insularis",1982,5410
"Catalpa speciosa",1982,5410
"Arigomphus furcifer",1982,5410
"Ceratophyllum demersum",1982,5410
"Libellula julia",1982,5410
"Mermessus entomologicus",1982,5410
"Zale duplicata",1982,5410
"Gomphus descriptus",1982,5410
"Andrena erythrogaster",1982,5410
"Pachydiplax longipennis",1982,5410
"Andrena forbesii",1982,5410
"Climaciella brunnea",1982,5410
"Brachythecium turgidum",1982,5410
"Tradescantia ohiensis",1982,5410
"Viburnum lantana",1982,5410
"Lestes vigilax",1982,5410
"Paromalus teres",1982,5410
"Elatine minima",1982,5410
"Terrapene carolina",1982,5410
"Ipomoea purpurea",1982,5410
"Sphagnum riparium",1982,5410
"Gomphus exilis",1982,5410
"Pagophila eburnea",1982,5410
"Somatochlora cingulata",1982,5410
"Veronica catenata",1982,5410
"Somatochlora elongata",1982,5410
"Ceratina dupla",1982,5410
"Erythemis simplicicollis",1982,5410
"Tigrosa helluo",1982,5410
"Calidris maritima",1982,5410
"Sinomalus sieboldii",1982,5410
"Enallagma vesperum",1982,5410
"Coleataenia rigidula",1982,5410
"Chelifer cancroides",1982,5410
"Cyclachaena xanthiifolia",1983,5438
"Caecidotea communis",1983,5438
"Scirpus polyphyllus",1983,5438
"Pimephales promelas",1983,5438
"Ameiurus natalis",1983,5438
"Piscicolaria reducta",1983,5438
"Carex laevivaginata",1983,5438
"Notropis heterolepis",1983,5438
"Citrullus lanatus",1983,5438
"Artemisia ludoviciana",1983,5438
"Neoporus clypealis",1983,5438
"Salix bebbii",1983,5438
"Exoglossum maxillingua",1983,5438
"Culaea inconstans",1983,5438
"Brachythecium erythrorrhizon",1983,5438
"Haemopis marmorata",1983,5438
"Anodontoides ferussacianus",1983,5438
"Placobdella ornata",1983,5438
"Etheostoma flabellare",1983,5438
"Triphosa haesitata",1983,5438
"Panicum flexile",1983,5438
"Proserpinaca palustris",1983,5438
"Vincetoxicum nigrum",1983,5438
"Ameiurus melas",1983,5438
"Odontites vulgaris",1983,5438
"Rubus phoenicolasius",1983,5438
"Carex nigra",1983,5438
"Lyophyllum decastes",1983,5438
"Propylaea quatuordecimpunctata",1984,5453
"Fuscidea lygaea",1984,5453
"Podiceps nigricollis",1984,5453
"Aristolochia macrophylla",1984,5453
"Lecanora symmicta",1984,5453
"Lunaria annua",1984,5453
"Aleuria aurantia",1984,5453
"Pectinatella magnifica",1984,5453
"Galium pilosum",1984,5453
"Speranza coortaria",1984,5453
"Passerina caerulea",1984,5453
"Dicerca tuberculata",1984,5453
"Draba glabella",1984,5453
"Lepomis auritus",1984,5453
"Tyrannus verticalis",1984,5453
"Ichthyomyzon unicuspis",1985,5485
"Caragana arborescens",1985,5485
"Orbilia fairmanii",1985,5485
"Chaenomeles japonica",1985,5485
"Coluber constrictor",1985,5485
"Phlox stolonifera",1985,5485
"Sphagnum majus",1985,5485
"Sayornis saya",1985,5485
"Ameletus browni",1985,5485
"Limenitis astyanax",1985,5485
"Ochrolechia arborea",1985,5485
"Cygnus buccinator",1985,5485
"Megachile montivaga",1985,5485
"Eurylophella prudentalis",1985,5485
"Ochrolechia pseudopallescens",1985,5485
"Corthylus columbianus",1985,5485
"Macrobdella decora",1985,5485
"Sarea difformis",1985,5485
"Juncus militaris",1985,5485
"Corthylus punctatissimus",1985,5485
"Lepra amara",1985,5485
"Carex capillaris",1985,5485
"Poa bulbosa",1985,5485
"Sterna forsteri",1985,5485
"Hackelia deflexa",1985,5485
"Chondestes grammacus",1985,5485
"Ropalospora viridis",1985,5485
"Allium vineale",1985,5485
"Nasturtium microphyllum",1985,5485
"Eurylophella lutulenta",1985,5485
"Porpidia degelii",1985,5485
"Ichthyomyzon fossor",1985,5485
"Hymenopellis furfuracea",1986,5546
"Eurylophella verisimilis",1986,5546
"Psilolechia lucida",1986,5546
"Hypogymnia krogiae",1986,5546
"Verrucaria nigrescentoidea",1986,5546
"Peltigera elisabethae",1986,5546
"Limotettix cuneatus",1986,5546
"Rinodina fimbriata",1986,5546
"Xanthocarpia feracissima",1986,5546
"Physciella chloantha",1986,5546
"Lecania croatica",1986,5546
"Buellia schaereri",1986,5546
"Cladonia didyma",1986,5546
"Dibaeis absoluta",1986,5546
"Willeya diffractella",1986,5546
"Hypogymnia bitteri",1986,5546
"Lepraria caesioalba",1986,5546
"Collema subflaccidum",1986,5546
"Micarea prasina",1986,5546
"Hypocenomyce scalaris",1986,5546
"Verseghya thysanophora",1986,5546
"Rockefellera crossophylla",1986,5546
"Cornus arnoldiana",1986,5546
"Flavopunctelia soredica",1986,5546
"Lepomis macrochirus",1986,5546
"Trapelia stipitata",1986,5546
"Hyoscyamus niger",1986,5546
"Eurylophella funeralis",1986,5546
"Punctelia caseana",1986,5546
"Boletinellus merulioides",1986,5546
"Calicium salicinum",1986,5546
"Chaenothecopsis debilis",1986,5546
"Aeshna clepsydra",1986,5546
"Tradescantia bracteata",1986,5546
"Polistes dominula",1986,5546
"Lecanora saxigena",1986,5546
"Physcia biziana",1986,5546
"Oncorhynchus nerka",1986,5546
"Julella fallaciosa",1986,5546
"Laccaria ochropurpurea",1986,5546
"Lecanora rugosella",1986,5546
"Rinodina subminuta",1986,5546
"Flavoparmelia rutidota",1986,5546
"Melanelixia fuliginosa",1986,5546
"Calostoma cinnabarinum",1986,5546
"Physconia isidiigera",1986,5546
"Pyxine subcinerea",1986,5546
"Araneus diadematus",1986,5546
"Stenamma diecki",1986,5546
"Peltigera collina",1986,5546
"Verrucaria aethiobola",1986,5546
"Porpidia cinereoatra",1986,5546
"Volvariella surrecta",1986,5546
"Parmeliopsis ambigua",1986,5546
"Gymnopus lachnophyllus",1986,5546
"Porpidia crustulata",1986,5546
"Dermatocarpon moulinsii",1986,5546
"Lepraria nivalis",1986,5546
"Phaeographis eulectra",1986,5546
"Archiearis infans",1986,5546
"Euphagus cyanocephalus",1986,5546
"Chlidonias leucopterus",1987,5563
"Xema sabini",1987,5563
"Aspilanta ampelopsifoliella",1987,5563
"Pholetesor bedelliae",1987,5563
"Plumatella fruticosa",1987,5563
"Anaxyrus fowleri",1987,5563
"Pholetesor caloptiliae",1987,5563
"Trochospongilla pennsylvanica",1987,5563
"Icterus bullockii",1987,5563
"Prostoma graecense",1987,5563
"Heteromeyenia baileyi",1987,5563
"Sturnella neglecta",1987,5563
"Carduelis carduelis",1987,5563
"Linaria pinifolia",1987,5563
"Rhysipolis decorator",1987,5563
"Stercorarius pomarinus",1987,5563
"Epinotia radicana",1987,5563
"Branta hutchinsii",1988,5577
"Ammodramus leconteii",1988,5577
"Chroicocephalus ridibundus",1988,5577
"Deidamia inscriptum",1988,5577
"Symphyotrichum patens",1988,5577
"Agelenopsis utahana",1988,5577
"Polytrichastrum pallidisetum",1988,5577
"Sphinx poecila",1988,5577
"Muhlenbergia tenuiflora",1988,5577
"Gymnoconia nitens",1988,5577
"Anas querquedula",1988,5577
"Nepytia canosaria",1988,5577
"Aspilanta oinophylla",1988,5577
"Formica neogagates",1988,5577
"Pipilo chlorurus",1989,5586
"Hemidactylium scutatum",1989,5586
"Racekiela ryderii",1989,5586
"Formica rubicunda",1989,5586
"Isotria verticillata",1989,5586
"Liatris spicata",1989,5586
"Scolytus mali",1989,5586
"Cerioporus squamosus",1989,5586
"Sialia currucoides",1989,5586
"Lecanora strobilina",1990,5596
"Nabalus altissima",1990,5596
"Pipilo maculatus",1990,5596
"Branta leucopsis",1990,5596
"Korscheltellus gracilis",1990,5596
"Catalpa bignonioides",1990,5596
"Chen rossii",1990,5596
"Ethmia bipunctella",1990,5596
"Dendrocygna bicolor",1990,5596
"Lysimachia punctata",1990,5596
"Ophion nigrovarius",1991,5689
"Sparganothis unifasciana",1991,5689
"Cenopis directana",1991,5689
"Acleris bowmanana",1991,5689
"Sinomalus baccata",1991,5689
"Grus grus",1991,5689
"Apotomis albeolana",1991,5689
"Sparganothis sulfureana",1991,5689
"Pandemis lamprosana",1991,5689
"Orthocephalus coriaceus",1991,5689
"Didion punctatum",1991,5689
"Sphinx luscitiosa",1991,5689
"Scardinius erythrophthalmus",1991,5689
"Proteoteras crescentana",1991,5689
"Pseudosciaphila duplex",1991,5689
"Acleris cornana",1991,5689
"Olethreutes fasciatana",1991,5689
"Pseudexentera costomaculana",1991,5689
"Calidris ferruginea",1991,5689
"Eleusine indica",1991,5689
"Olethreutes valdanum",1991,5689
"Pelochrista derelicta",1991,5689
"Olethreutes glaciana",1991,5689
"Olethreutes quadrifidum",1991,5689
"Acleris macdunnoughi",1991,5689
"Hulda impudens",1991,5689
"Aethes angustana",1991,5689
"Acleris curvalana",1991,5689
"Cydia nigricana",1991,5689
"Adiantum hispidulum",1991,5689
"Ancylis laciniana",1991,5689
"Arhyssus nigristernum",1991,5689
"Olethreutes exoletum",1991,5689
"Proteoteras aesculana",1991,5689
"Cenopis reticulatana",1991,5689
"Callosamia promethea",1991,5689
"Ancylis lamiana",1991,5689
"Argyrotaenia pinatubana",1991,5689
"Thermocyclops crassus",1991,5689
"Rubus ornatus",1991,5689
"Sphagnum austinii",1991,5689
"Paranemoura perfecta",1991,5689
"Ancylis comptana",1991,5689
"Sonia canadana",1991,5689
"Olethreutes lacunanum",1991,5689
"Olethreutes astrologana",1991,5689
"Choristoneura pinus",1991,5689
"Epinotia momonana",1991,5689
"Anopina ednana",1991,5689
"Ilnacora malina",1991,5689
"Lygus rubroclarus",1991,5689
"Orthotaenia undulana",1991,5689
"Apotomis funerea",1991,5689
"Olethreutes bipartitana",1991,5689
"Olethreutes furfuranum",1991,5689
"Hedya separatana",1991,5689
"Pelochrista cataclystiana",1991,5689
"Acleris braunana",1991,5689
"Epinotia nonana",1991,5689
"Catocala ilia",1991,5689
"Argyrotaenia quercifoliana",1991,5689
"Symphyotrichum ontarionis",1991,5689
"Ancylis subaequana",1991,5689
"Acleris placidus",1991,5689
"Pseudochelaria walsinghami",1991,5689
"Acleris maculidorsana",1991,5689
"Olethreutes nigranum",1991,5689
"Sphinx drupiferarum",1991,5689
"Campylomma verbasci",1991,5689
"Chinavia hilaris",1991,5689
"Olethreutes appendiceum",1991,5689
"Platynota idaeusalis",1991,5689
"Celypha cespitana",1991,5689
"Nymphomyia walkeri",1991,5689
"Acleris cervinana",1991,5689
"Pisidium dubium",1991,5689
"Thyraylia hollandana",1991,5689
"Olethreutes inornatana",1991,5689
"Stictopleurus punctiventris",1991,5689
"Olethreutes connectum",1991,5689
"Acleris semiannula",1991,5689
"Selasphorus rufus",1991,5689
"Acleris celiana",1991,5689
"Olethreutes concinnana",1991,5689
"Harmonia axyridis",1991,5689
"Anatis labiculata",1991,5689
"Veronica anagallis-aquatica",1991,5689
"Acleris chalybeana",1991,5689
"Osmerus spectrum",1991,5689
"Catocala parta",1991,5689
"Catastega aceriella",1991,5689
"Argyrotaenia velutinana",1991,5689
"Lepomis microlophus",1991,5689
"Epiblema desertana",1992,5769
"Carex praegracilis",1992,5769
"Lasioglossum viridatum",1992,5769
"Olethreutes coruscana",1992,5769
"Phtheochroa riscana",1992,5769
"Brachiacantha ursina",1992,5769
"Eucopina tocullionana",1992,5769
"Catocala cara",1992,5769
"Nomada depressa",1992,5769
"Ectopria nervosa",1992,5769
"Paralobesia spiraeifoliana",1992,5769
"Ancylis nubeculana",1992,5769
"Stenelmis mera",1992,5769
"Epilachna borealis",1992,5769
"Rabdophaga strobiloides",1992,5769
"Perdita halictoides",1992,5769
"Potamogeton spathuliformis",1992,5769
"Cura foremanii",1992,5769
"Melissodes druriellus",1992,5769
"Girardia tigrina",1992,5769
"Phtheochroa baracana",1992,5769
"Eumorpha pandorus",1992,5769
"Stamnodes gibbicostata",1992,5769
"Olethreutes electrofuscum",1992,5769
"Coleophora sparsipulvella",1992,5769
"Acleris inana",1992,5769
"Nomada florilega",1992,5769
"Evora hemidesma",1992,5769
"Nomada ovata",1992,5769
"Epinotia solicitana",1992,5769
"Retinia comstockiana",1992,5769
"Cydia latiferreana",1992,5769
"Olethreutes clavana",1992,5769
"Epinotia transmissana",1992,5769
"Dichrorampha sedatana",1992,5769
"Equisetum laevigatum",1992,5769
"Olethreutes hamameliana",1992,5769
"Corvus ossifragus",1992,5769
"Ancylis burgessiana",1992,5769
"Colchicum autumnale",1992,5769
"Catocala coccinata",1992,5769
"Araneus trifolium",1992,5769
"Sphecodes cressonii",1992,5769
"Sphecodes atlantis",1992,5769
"Ancylis goodelliana",1992,5769
"Phtheochroa vitellinana",1992,5769
"Lycaena epixanthe",1992,5769
"Sphecodes carolinus",1992,5769
"Ancylis fuscociliana",1992,5769
"Argyrotaenia mariana",1992,5769
"Andrena helianthi",1992,5769
"Eucosma umbrastriana",1992,5769
"Oulimnius latiusculus",1992,5769
"Agonopterix thelmae",1992,5769
"Gypsonoma fasciolana",1992,5769
"Hylaeus verticalis",1992,5769
"Olethreutes permundana",1992,5769
"Olethreutes sericoranum",1992,5769
"Clepsis peritana",1992,5769
"Andrena perplexa",1992,5769
"Aethes biscana",1992,5769
"Commellus sexvittatus",1992,5769
"Cydia laricana",1992,5769
"Phagocata velata",1992,5769
"Catocala subnata",1992,5769
"Andrena barbilabris",1992,5769
"Osmia tersula",1992,5769
"Olethreutes troglodanum",1992,5769
"Olethreutes nananum",1992,5769
"Sphecodes johnsonii",1992,5769
"Najas guadalupensis",1992,5769
"Olethreutes brunneopurpuratum",1992,5769
"Gretchena amatana",1992,5769
"Aethes sexdentata",1992,5769
"Olethreutes submissanum",1992,5769
"Sparganothis demissana",1992,5769
"Syndemis afflictana",1992,5769
"Aethes argentilimitana",1992,5769
"Phtheochroa modestana",1992,5769
"Chrysobothris harrisii",1992,5769
"Nomada sayi",1993,5853
"Oligia illocata",1993,5853
"Gretchena deludana",1993,5853
"Lepra ophthalmiza",1993,5853
"Epinotia nanana",1993,5853
"Choristoneura parallela",1993,5853
"Coleophora vacciniivorella",1993,5853
"Ramalina obtusata",1993,5853
"Lepra pustulata",1993,5853
"Buprestis fasciata",1993,5853
"Chaenotheca laevigata",1993,5853
"Clepsis melaleucanus",1993,5853
"Chaenothecopsis pusiola",1993,5853
"Ahmosia aspasiana",1993,5853
"Corydalus cornutus",1993,5853
"Eupsilia tristigmata",1993,5853
"Hippodamia variegata",1993,5853
"Phtheochroa birdana",1993,5853
"Placynthiella dasaea",1993,5853
